video,peak_id,frame_idx,timestamp_sec,total_score,image_path,json_path,raised_leg,raised_height,foot_height_diff,arabesque_angle,torso_tilt,raised_knee_angle,support_knee_angle,dist_highest_wrist_ank,l_elbow_angle,r_elbow_angle,highest_arm_vertical_angle,max_arm_forward,is_behind_body,back_extension,is_jumping,pelvic_anterior_tilt,lumbar_arch,split_angle,support_leg_plumb,shoulder_hip_torsion,arm_symmetry,pelvic_tilt_angle,valid_img_name,source_edition,filename,surname,name,full_name,possible_gender,real_gender,year,edition,dancer_id,countries,perf_type,awards,has_award,performance,thumbnail_frame,res,frame_count,performance_translated,has_thumbnail,filepath_thumbnail,credits,decade,continent,perf_type_clean,filename_base,perf_clean,thoracic_neck_angle,support_torso_angle
edition10_sequence_0.mp4,14,2000,80.0,0.709,True,results/edition10/frames/skeletons/edition10_sequence_0.mp4_peak_14_data.json,Right,-0.3386316402925959,1.0180429817641246,105.78384407853264,10.634749812799788,165.6381962444354,171.26837637563204,2.279136772760724,173.80253908046137,23.415645719072128,9.59827332053506,0.1440701120410585,True,0.5910428065827668,False,13.433290840195564,14.707116321662166,75.7263272175253,8.625752242538244,32.23688399503902,1.338333119187072,16.922281222786452,edition10_sequence_0.mp4_peak_14_frame_2000_score_0.71.jpg,edition10,edition10/edition10_sequence_0.mp4,Ch¨¦rittwizer,Val¨¦rie,Ch¨¦rittwizer Val¨¦rie,female,F,1982,10th,1982-014,France,classical,,0,The Nutcracker - Sugar Plum Fairy,,,,The Nutcracker - Sugar Plum Fairy,1.0,,,1980,Europe,classical,edition10_sequence_0.mp4,The Nutcracker - Sugar Plum Fairy,76.45072552385739,163.49723442487326
edition10_sequence_0.mp4,15,2285,91.4,0.691,True,results/edition10/frames/skeletons/edition10_sequence_0.mp4_peak_15_data.json,Right,0.1300276003461889,1.3457116870631016,96.12103651729002,9.747662802565737,162.5478074354613,173.78767866379116,2.148996293353786,141.42823107022306,119.6235681666692,15.068305018335618,0.0376148547439608,True,0.9214311270355464,False,13.262004366244668,36.73694732762957,93.15836788511976,3.338601777143671,26.973585404857083,0.5165300254282291,20.3663455335321,edition10_sequence_0.mp4_peak_15_frame_2285_score_0.69.jpg,edition10,edition10/edition10_sequence_0.mp4,Ch¨¦rittwizer,Val¨¦rie,Ch¨¦rittwizer Val¨¦rie,female,F,1982,10th,1982-014,France,classical,,0,The Nutcracker - Sugar Plum Fairy,,,,The Nutcracker - Sugar Plum Fairy,1.0,,,1980,Europe,classical,edition10_sequence_0.mp4,The Nutcracker - Sugar Plum Fairy,84.08695684741652,168.11087000137894
edition10_sequence_0.mp4,16,2492,99.68,0.653,True,results/edition10/frames/skeletons/edition10_sequence_0.mp4_peak_16_data.json,Right,-0.104077989388489,1.1339006864926178,107.63769102720718,9.711216123419431,168.33664832599345,170.32953698798974,2.513710501568973,145.46583130192025,138.4116194958234,34.7855580307148,0.2471830128987281,True,0.865841229740421,False,10.997872212799818,27.983049800735355,84.964242833618,5.059810591122819,28.22903474584074,0.4798178954156346,17.103735084859125,edition10_sequence_0.mp4_peak_16_frame_2492_score_0.65.jpg,edition10,edition10/edition10_sequence_0.mp4,Ch¨¦rittwizer,Val¨¦rie,Ch¨¦rittwizer Val¨¦rie,female,F,1982,10th,1982-014,France,classical,,0,The Nutcracker - Sugar Plum Fairy,,,,The Nutcracker - Sugar Plum Fairy,1.0,,,1980,Europe,classical,edition10_sequence_0.mp4,The Nutcracker - Sugar Plum Fairy,83.74517417998507,165.9029387927611
edition10_sequence_0.mp4,17,2705,108.2,0.622,True,results/edition10/frames/skeletons/edition10_sequence_0.mp4_peak_17_data.json,Right,-0.0803078724948489,1.1768418765451172,102.21254574165326,8.231997289196872,162.53158886502996,171.72483462039207,2.355092035467673,141.6255404158008,139.1279646455362,20.04652611522706,0.0784305075539382,True,0.883058267364793,False,7.987881285073528,32.59199509300249,83.03237590690121,3.388808676962518,26.464608241862127,0.535142332499102,15.620642625161208,edition10_sequence_0.mp4_peak_17_frame_2705_score_0.62.jpg,edition10,edition10/edition10_sequence_0.mp4,Ch¨¦rittwizer,Val¨¦rie,Ch¨¦rittwizer Val¨¦rie,female,F,1982,10th,1982-014,France,classical,,0,The Nutcracker - Sugar Plum Fairy,,,,The Nutcracker - Sugar Plum Fairy,1.0,,,1980,Europe,classical,edition10_sequence_0.mp4,The Nutcracker - Sugar Plum Fairy,73.59998292026215,169.17630291838216
edition10_sequence_10.mp4,2,232,9.28,0.874,True,results/edition10/frames/skeletons/edition10_sequence_10.mp4_peak_2_data.json,Left,0.4416305170520269,1.7914348985934028,96.40866162918282,22.78702987915588,166.58888697411857,161.11030571938048,1.5709086170115385,146.57744020769087,123.71032871719532,12.181151783049076,-0.1427313510194043,True,1.2046910701871625,False,27.39275747295839,8.537237422665529,111.51643495541536,6.256912814310048,25.11631846038874,1.4571304203241868,25.52013507295973,edition10_sequence_10.mp4_peak_2_frame_232_score_0.87.jpg,edition10,edition10/edition10_sequence_10.mp4,Giannetti,Maurizio,Giannetti Maurizio,male,M,1982,10th,1982-056,Italy,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Don Quichotte,,,,Don Quichotte,1.0,,,1980,Europe,classical,edition10_sequence_10.mp4,Don Quichotte - Basile Variation,6.624813292481072,151.5772385653155
edition10_sequence_12.mp4,2,395,15.8,0.981,True,results/edition10/frames/skeletons/edition10_sequence_12.mp4_peak_2_data.json,Left,0.301389706558095,1.5856578645980064,94.57285906498662,17.488438174166383,158.2425862328492,172.62578105333736,2.020996162201509,152.59672482430557,134.01710716472618,29.89826421875,0.199154656049128,True,1.0028441060654645,False,17.929103497307697,24.436894749347363,102.988543190416,1.9185032915425568,47.253121473808186,0.6955746106811367,19.76319437197421,edition10_sequence_12.mp4_peak_2_frame_395_score_0.98.jpg,edition10,edition10/edition10_sequence_12.mp4,Guiderdoni,Thierry,Guiderdoni Thierry,male,M,1982,10th,1982-064,France,classical,Prix professionnel,1,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,1.0,,,1980,Europe,classical,edition10_sequence_12.mp4,"Sleeping Beauty, Prince Desire",79.6283818405544,162.43857932793125
edition10_sequence_2.mp4,0,687,27.48,0.73,True,results/edition10/frames/skeletons/edition10_sequence_2.mp4_peak_0_data.json,Left,0.0356127429276571,1.3395858264290652,98.4232435784582,7.895892000820545,160.06068379826615,166.62132485518586,2.1790154661609904,170.84354566923727,136.75075741332046,28.63594631400881,0.1920035310025555,True,1.1544939997719794,False,7.928153447788756,19.57351869004016,81.71305749664981,7.591031873051411,38.38904321246677,0.5187738161741096,15.530226532443985,edition10_sequence_2.mp4_peak_0_frame_687_score_0.73.jpg,edition10,edition10/edition10_sequence_2.mp4,Hall¨¦,Muriel,Hall¨¦ Muriel,female,F,1982,10th,1982-036,France,classical,"Prix d'encouragement offert par la Fondation de la Danse, Paris",1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition10_sequence_2.mp4,"Don Quichotte (le Corsaire), Girls variation",88.81510335634928,177.6358319016148
edition10_sequence_2.mp4,3,942,37.68,0.678,True,results/edition10/frames/skeletons/edition10_sequence_2.mp4_peak_3_data.json,Left,-0.0500156986336961,1.2574528973974586,104.32115533925555,9.254593276238804,155.70685569127687,167.88219133594856,2.299145625265968,163.9731547997144,146.350792540887,30.75756701967064,0.1887588820642285,True,1.1335049115227571,False,7.768525493521866,20.3778594169697,80.33397797869239,5.122011607045891,31.853461005478646,0.6871166567670166,16.477612897973895,edition10_sequence_2.mp4_peak_3_frame_942_score_0.68.jpg,edition10,edition10/edition10_sequence_2.mp4,Hall¨¦,Muriel,Hall¨¦ Muriel,female,F,1982,10th,1982-036,France,classical,"Prix d'encouragement offert par la Fondation de la Danse, Paris",1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition10_sequence_2.mp4,"Don Quichotte (le Corsaire), Girls variation",90.01508028327085,174.7000642805366
edition10_sequence_2.mp4,7,1486,59.44,0.722,True,results/edition10/frames/skeletons/edition10_sequence_2.mp4_peak_7_data.json,Right,0.2110420378572594,1.5198217534053995,83.38414060604275,2.808095092464118,159.6593592538297,168.2306866459497,1.8317204178503648,157.15516350529742,152.2404993392257,12.243402484025324,-0.0895793629700932,True,0.6666044232320654,False,9.347708078022396,16.84164434027712,97.33138542594972,1.7901141570248722,7.069598972757409,0.1609113523769776,11.762722517943896,edition10_sequence_2.mp4_peak_7_frame_1486_score_0.72.jpg,edition10,edition10/edition10_sequence_2.mp4,Hall¨¦,Muriel,Hall¨¦ Muriel,female,F,1982,10th,1982-036,France,classical,"Prix d'encouragement offert par la Fondation de la Danse, Paris",1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition10_sequence_2.mp4,"Don Quichotte (le Corsaire), Girls variation",74.9330745346286,178.81221027896024
edition10_sequence_3.mp4,0,103,4.12,0.69,True,results/edition10/frames/skeletons/edition10_sequence_3.mp4_peak_0_data.json,Left,0.0237553907890594,1.207508363071771,107.75312680154032,14.913279275702704,113.62014202823066,175.13894571138275,1.8725721114360387,156.11553272651653,143.15002927760682,35.79087877709712,0.1953928298799094,True,0.5314758290926251,False,16.660342673874922,17.03024926759192,86.91975400195837,0.2842439665357412,43.16083257798356,0.3747527667431982,22.044827066966768,edition10_sequence_3.mp4_peak_0_frame_103_score_0.69.jpg,edition10,edition10/edition10_sequence_3.mp4,Marache,Sandrine,Marache Sandrine,female,F,1982,10th,1982-007,France,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Coppelia - Act I,,,,Coppelia - Act I,1.0,,,1980,Europe,classical,edition10_sequence_3.mp4,"Coppelia - Act 1, Girl variation",71.95277257260706,165.20366963460194
edition10_sequence_3.mp4,3,382,15.28,1.0,True,results/edition10/frames/skeletons/edition10_sequence_3.mp4_peak_3_data.json,Right,0.6726420895772773,1.514623001316975,79.74931468410013,19.38830057399085,155.81941644771126,123.76182313114958,2.0067936253070275,170.84227078791773,99.30965780952076,37.23097089024765,0.3939697145056945,True,0.9702729668384962,False,22.27104118446335,5.335340881928321,116.34996787737002,16.689018475769256,29.62645498554864,0.1428511079954622,28.54167157730252,edition10_sequence_3.mp4_peak_3_frame_382_score_1.00.jpg,edition10,edition10/edition10_sequence_3.mp4,Marache,Sandrine,Marache Sandrine,female,F,1982,10th,1982-007,France,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Coppelia - Act I,,,,Coppelia - Act I,1.0,,,1980,Europe,classical,edition10_sequence_3.mp4,"Coppelia - Act 1, Girl variation",31.8423933272299,158.3082703546808
edition10_sequence_4.mp4,4,1432,57.28,1.0,True,results/edition10/frames/skeletons/edition10_sequence_4.mp4_peak_4_data.json,Right,0.3839793607259465,1.6362779525952067,89.70619934678375,14.810637339991624,167.63684012174403,165.71984682425295,2.136133713506549,140.16257480747606,106.76749166082996,44.16515171433111,0.2231014320498994,True,1.054128329808825,False,17.416862441275562,39.96120322378472,105.05430305497356,6.305079078133976,20.38929237835444,0.7685314172959865,24.529233486473803,edition10_sequence_4.mp4_peak_4_frame_1432_score_1.00.jpg,edition10,edition10/edition10_sequence_4.mp4,Volf,Katalin,Volf Katalin,female,F,1982,10th,1982-034,Hungary,classical,Prix de la Fondation Johnson,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition10_sequence_4.mp4,"Don Quichotte (le Corsaire), Girls variation",93.72559309170644,162.3234117276011
